ProductName;Name;Country;SalesOrderNumber;OrderQuantity;UnitPrice;ProductStandardCost;TotalProductCost;SalesAmount;TaxAmt;Freight;OrderDate
Road-150 Red, 56;Courtney Edwards;United States;SO43711;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-01-01 00:00:00.000
Road-150 Red, 44;Abigail Henderson;Germany;SO43712;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-01-01 00:00:00.000
Road-150 Red, 62;Sydney Rogers;United States;SO43713;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-01-02 00:00:00.000
Road-150 Red, 44;Latasha Alonso;United Kingdom;SO43714;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-01-02 00:00:00.000
Road-150 Red, 56;Warren Jai;Australia;SO43715;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-01-02 00:00:00.000
Road-150 Red, 44;Jonathon Gutierrez;Australia;SO43716;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-01-02 00:00:00.000
Road-650 Black, 62;Alexandra Watson;Australia;SO43717;1;699,0982;413,1463;413,1463;699,0982;55,9279;17,4775;2018-01-02 00:00:00.000
Road-150 Red, 44;Kevin Gonzalez;United States;SO43718;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-01-03 00:00:00.000
Road-150 Red, 48;Lucas Hill;United States;SO43719;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-01-03 00:00:00.000
Road-150 Red, 44;Melanie Sanchez;Germany;SO43720;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-01-03 00:00:00.000
Road-150 Red, 62;Louis Xie;United Kingdom;SO43721;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-01-03 00:00:00.000
Road-150 Red, 48;Albert Blanco;United Kingdom;SO43722;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-01-04 00:00:00.000
Road-650 Black, 58;Bonnie Xu;United States;SO43723;1;699,0982;413,1463;413,1463;699,0982;55,9279;17,4775;2018-01-04 00:00:00.000
Road-150 Red, 44;Misty Raji;Australia;SO43724;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-01-04 00:00:00.000
Road-150 Red, 44;Anne Dominguez;Germany;SO43725;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-01-05 00:00:00.000
Road-650 Black, 58;Kelvin Huang;United States;SO43726;1;699,0982;413,1463;413,1463;699,0982;55,9279;17,4775;2018-01-05 00:00:00.000
Road-150 Red, 44;Logan Gonzales;Australia;SO43727;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-01-05 00:00:00.000
Road-150 Red, 52;Alyssa Garcia;United States;SO43728;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-01-06 00:00:00.000
Mountain-100 Silver, 44;Mayra Prasad;United Kingdom;SO43729;1;3399,99;1912,1544;1912,1544;3399,99;271,9992;84,9998;2018-01-06 00:00:00.000
Mountain-100 Silver, 44;Garrett Cooper;United States;SO43730;1;3399,99;1912,1544;1912,1544;3399,99;271,9992;84,9998;2018-01-06 00:00:00.000
Road-150 Red, 56;Rosa Zheng;Australia;SO43731;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-01-06 00:00:00.000
Mountain-100 Black, 44;Alejandro Beck;Australia;SO43732;1;3374,99;1898,0944;1898,0944;3374,99;269,9992;84,3748;2018-01-06 00:00:00.000
Road-150 Red, 48;Patrick Cook;United States;SO43733;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-01-06 00:00:00.000
Road-150 Red, 48;Richard Brooks;United States;SO43734;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-01-07 00:00:00.000
Road-150 Red, 62;Casey Pal;Australia;SO43735;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-01-07 00:00:00.000
Mountain-100 Silver, 44;Ruben Torres;Australia;SO43736;1;3399,99;1912,1544;1912,1544;3399,99;271,9992;84,9998;2018-01-07 00:00:00.000
Road-150 Red, 44;Lindsey Andersen;Germany;SO43737;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-01-08 00:00:00.000
Road-150 Red, 48;Melody Ramos;France;SO43738;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-01-08 00:00:00.000
Road-150 Red, 62;Phillip Sai;United Kingdom;SO43739;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-01-08 00:00:00.000
Road-150 Red, 48;Cory Arun;Australia;SO43740;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-01-08 00:00:00.000
Road-150 Red, 62;Jeremiah Martinez;United States;SO43741;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-01-09 00:00:00.000
Road-150 Red, 56;Tamara Lal;United Kingdom;SO43742;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-01-09 00:00:00.000
Mountain-100 Silver, 48;Marco Mehta;Australia;SO43743;1;3399,99;1912,1544;1912,1544;3399,99;271,9992;84,9998;2018-01-09 00:00:00.000
Road-150 Red, 52;Haley Ward;Australia;SO43744;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-01-09 00:00:00.000
Road-150 Red, 44;Manuel Fernandez;Australia;SO43745;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-01-10 00:00:00.000
Road-150 Red, 48;Kelvin Liang;Australia;SO43746;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-01-10 00:00:00.000
Road-150 Red, 56;Christian Jackson;United States;SO43747;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-01-11 00:00:00.000
Road-150 Red, 52;Alexandria Hughes;United States;SO43748;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-01-11 00:00:00.000
Road-150 Red, 56;Paige Murphy;United States;SO43749;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-01-11 00:00:00.000
Road-150 Red, 44;Stacey Lu;France;SO43750;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-01-11 00:00:00.000
Road-150 Red, 52;Darrell Raji;France;SO43751;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-01-11 00:00:00.000
Road-150 Red, 44;Luke Adams;Germany;SO43752;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-01-11 00:00:00.000
Road-150 Red, 62;Tabitha Arthur;Australia;SO43753;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-01-11 00:00:00.000
Road-150 Red, 48;Morgan Phillips;United States;SO43754;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-01-12 00:00:00.000
Road-150 Red, 44;Kayla Long;United States;SO43755;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-01-12 00:00:00.000
Road-650 Black, 58;Cedric Liang;United Kingdom;SO43756;1;699,0982;413,1463;413,1463;699,0982;55,9279;17,4775;2018-01-12 00:00:00.000
Mountain-100 Black, 44;Shannon Wang;Australia;SO43757;1;3374,99;1898,0944;1898,0944;3374,99;269,9992;84,3748;2018-01-12 00:00:00.000
Road-150 Red, 62;Jackson Li;United States;SO43758;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-01-13 00:00:00.000
Road-150 Red, 62;Jon Chander;Germany;SO43759;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-01-13 00:00:00.000
Road-150 Red, 56;Tiffany Gao;Australia;SO43760;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-01-13 00:00:00.000
Road-150 Red, 62;Brenda Fernandez;Australia;SO43761;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-01-13 00:00:00.000
Road-150 Red, 56;Courtney Carter;United States;SO43762;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-01-14 00:00:00.000
Road-150 Red, 52;Martha Liang;Australia;SO43763;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-01-14 00:00:00.000
Road-150 Red, 62;Ebony Ashe;Australia;SO43764;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-01-14 00:00:00.000
Mountain-100 Silver, 44;Jacquelyn Suarez;Australia;SO43765;1;3399,99;1912,1544;1912,1544;3399,99;271,9992;84,9998;2018-01-14 00:00:00.000
Road-150 Red, 52;Krystal Holt;Australia;SO43766;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-01-15 00:00:00.000
Mountain-100 Black, 44;Eugene Huang;Australia;SO43767;1;3374,99;1898,0944;1898,0944;3374,99;269,9992;84,3748;2018-01-15 00:00:00.000
Road-150 Red, 48;Evan Bailey;United States;SO43768;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-01-16 00:00:00.000
Road-150 Red, 48;Gabrielle Jenkins;Canada;SO43769;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-01-16 00:00:00.000
Road-150 Red, 48;Warren Ye;United States;SO43770;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-01-16 00:00:00.000
Road-650 Red, 52;Ashley Washington;United States;SO43771;1;699,0982;413,1463;413,1463;699,0982;55,9279;17,4775;2018-01-16 00:00:00.000
Road-150 Red, 48;Damien Huang;Australia;SO43772;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-01-16 00:00:00.000
Road-150 Red, 56;Arthur Perez;Australia;SO43773;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-01-16 00:00:00.000
Road-150 Red, 52;Roy Raman;Australia;SO43774;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-01-16 00:00:00.000
Mountain-100 Silver, 48;Jessie Zhao;Australia;SO43775;1;3399,99;1912,1544;1912,1544;3399,99;271,9992;84,9998;2018-01-16 00:00:00.000
Road-150 Red, 56;James Flores;Germany;SO43776;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-01-17 00:00:00.000
Road-150 Red, 44;Troy Sai;Australia;SO43777;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-01-17 00:00:00.000
Mountain-100 Silver, 42;Clarence Rai;Australia;SO43778;1;3399,99;1912,1544;1912,1544;3399,99;271,9992;84,9998;2018-01-17 00:00:00.000
Road-650 Red, 44;Warren Zhang;Australia;SO43779;1;699,0982;413,1463;413,1463;699,0982;55,9279;17,4775;2018-01-17 00:00:00.000
Road-150 Red, 44;Melody Diaz;France;SO43780;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-01-18 00:00:00.000
Road-150 Red, 48;Monique Ramos;Australia;SO43781;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-01-18 00:00:00.000
Road-150 Red, 48;Melvin She;Australia;SO43782;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-01-18 00:00:00.000
Road-150 Red, 48;Cameron Thompson;Australia;SO43783;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-01-18 00:00:00.000
Road-150 Red, 62;Jessica Sanchez;United States;SO43784;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-01-19 00:00:00.000
Road-150 Red, 44;Ivan Raman;France;SO43785;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-01-19 00:00:00.000
Road-150 Red, 44;Clinton Moreno;France;SO43786;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-01-19 00:00:00.000
Mountain-100 Silver, 38;Don Lal;Germany;SO43787;1;3399,99;1912,1544;1912,1544;3399,99;271,9992;84,9998;2018-01-19 00:00:00.000
Mountain-100 Black, 48;Latoya Goel;United Kingdom;SO43788;1;3374,99;1898,0944;1898,0944;3374,99;269,9992;84,3748;2018-01-19 00:00:00.000
Mountain-100 Black, 48;Tristan Butler;United States;SO43789;1;3374,99;1898,0944;1898,0944;3374,99;269,9992;84,3748;2018-01-19 00:00:00.000
Mountain-100 Silver, 38;Abigail Perry;United States;SO43790;1;3399,99;1912,1544;1912,1544;3399,99;271,9992;84,9998;2018-01-19 00:00:00.000
Road-150 Red, 56;Dustin Lal;Australia;SO43791;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-01-19 00:00:00.000
Road-150 Red, 48;Andres Lal;Australia;SO43792;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-01-19 00:00:00.000
Mountain-100 Silver, 38;Jon Yang;Australia;SO43793;1;3399,99;1912,1544;1912,1544;3399,99;271,9992;84,9998;2018-01-19 00:00:00.000
Mountain-100 Silver, 48;Jimmy Moreno;Australia;SO43794;1;3399,99;1912,1544;1912,1544;3399,99;271,9992;84,9998;2018-01-19 00:00:00.000
Road-150 Red, 48;Maria Henderson;United States;SO43795;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-01-20 00:00:00.000
Road-650 Black, 52;Jaime Gomez;France;SO43796;1;699,0982;413,1463;413,1463;699,0982;55,9279;17,4775;2018-01-20 00:00:00.000
Road-150 Red, 48;Francis Ramos;Australia;SO43797;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-01-20 00:00:00.000
Road-150 Red, 62;Tonya She;Australia;SO43798;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-01-20 00:00:00.000
Road-150 Red, 48;Danny Gomez;Australia;SO43799;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-01-20 00:00:00.000
Road-150 Red, 44;Brittany Gonzales;Canada;SO43800;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-01-21 00:00:00.000
Road-150 Red, 44;Blake Butler;United Kingdom;SO43801;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-01-21 00:00:00.000
Road-150 Red, 48;Armando Moreno;France;SO43802;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-01-21 00:00:00.000
Road-150 Red, 56;Alexa Sanders;Canada;SO43803;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-01-22 00:00:00.000
Road-150 Red, 62;Savannah Morris;United Kingdom;SO43804;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-01-22 00:00:00.000
Road-650 Red, 48;Samuel Hernandez;United States;SO43805;1;699,0982;413,1463;413,1463;699,0982;55,9279;17,4775;2018-01-22 00:00:00.000
Road-150 Red, 48;Sandra Huang;Australia;SO43806;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-01-22 00:00:00.000
Road-150 Red, 48;Ernest Lin;France;SO43807;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-01-23 00:00:00.000
Road-150 Red, 52;Allen Garcia;Germany;SO43808;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-01-23 00:00:00.000
Road-150 Red, 62;Fernando Thompson;Australia;SO43809;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-01-23 00:00:00.000
