ProductName;Name;Country;SalesOrderNumber;OrderQuantity;UnitPrice;ProductStandardCost;TotalProductCost;SalesAmount;TaxAmt;Freight;OrderDate
Road-150 Red, 62;Allen Lopez;United Kingdom;SO44134;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-03-01 00:00:00.000
Road-150 Red, 62;Gabrielle Hall;United States;SO44135;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-03-01 00:00:00.000
Road-150 Red, 44;Lucas Martin;Canada;SO44136;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-03-01 00:00:00.000
Road-150 Red, 56;Michelle Cox;Australia;SO44137;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-03-01 00:00:00.000
Road-150 Red, 62;Jaime Shen;United Kingdom;SO44138;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-03-02 00:00:00.000
Road-150 Red, 44;Charles Taylor;United Kingdom;SO44139;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-03-02 00:00:00.000
Road-150 Red, 44;Brandi Ruiz;France;SO44140;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-03-02 00:00:00.000
Road-150 Red, 52;Shaun Deng;Germany;SO44141;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-03-02 00:00:00.000
Road-150 Red, 52;Jake Zukowski;Canada;SO44142;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-03-02 00:00:00.000
Road-150 Red, 52;Brandon Jones;United States;SO44143;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-03-02 00:00:00.000
Road-150 Red, 48;Tammy Raji;Australia;SO44144;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-03-02 00:00:00.000
Road-150 Red, 62;Amy Ma;Australia;SO44145;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-03-02 00:00:00.000
Road-150 Red, 52;Alejandro Wang;Australia;SO44146;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-03-02 00:00:00.000
Road-150 Red, 62;Alan Zhu;Australia;SO44147;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-03-02 00:00:00.000
Road-150 Red, 62;Charles Moore;United States;SO44148;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-03-03 00:00:00.000
Road-150 Red, 48;Dale Chande;Australia;SO44149;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-03-03 00:00:00.000
Road-150 Red, 48;Carolyn Munoz;Australia;SO44150;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-03-03 00:00:00.000
Road-650 Red, 48;Zachary Wilson;Australia;SO44151;1;699,0982;413,1463;413,1463;699,0982;55,9279;17,4775;2018-03-03 00:00:00.000
Mountain-100 Silver, 44;Nicole Brown;United Kingdom;SO44152;1;3399,99;1912,1544;1912,1544;3399,99;271,9992;84,9998;2018-03-04 00:00:00.000
Road-150 Red, 48;Jacqueline Ward;United States;SO44153;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-03-04 00:00:00.000
Road-150 Red, 44;Katherine Rodriguez;United States;SO44154;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-03-04 00:00:00.000
Road-150 Red, 52;Todd Zhu;United States;SO44155;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-03-04 00:00:00.000
Mountain-100 Silver, 44;Jack Collins;United States;SO44156;1;3399,99;1912,1544;1912,1544;3399,99;271,9992;84,9998;2018-03-04 00:00:00.000
Road-150 Red, 56;Willie She;Australia;SO44157;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-03-04 00:00:00.000
Road-150 Red, 44;Anne Rubio;Germany;SO44158;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-03-05 00:00:00.000
