ProductName;Name;Country;SalesOrderNumber;OrderQuantity;UnitPrice;ProductStandardCost;TotalProductCost;SalesAmount;TaxAmt;Freight;OrderDate
Road-150 Red, 48;Mason Rogers;United States;SO46406;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-12-01 00:00:00.000
Road-650 Black, 52;Jonathan Perry;Canada;SO46407;1;699,0982;413,1463;413,1463;699,0982;55,9279;17,4775;2018-12-01 00:00:00.000
Mountain-100 Black, 48;Morgan Johnson;Australia;SO46408;1;3374,99;1898,0944;1898,0944;3374,99;269,9992;84,3748;2018-12-01 00:00:00.000
Road-150 Red, 52;Tasha Chander;Germany;SO46409;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-12-02 00:00:00.000
Mountain-100 Black, 38;Raymond Sanchez;United Kingdom;SO46410;1;3374,99;1898,0944;1898,0944;3374,99;269,9992;84,3748;2018-12-02 00:00:00.000
Road-150 Red, 56;Madison Jones;Canada;SO46411;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-12-02 00:00:00.000
Road-150 Red, 44;Seth Bennett;Canada;SO46412;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-12-02 00:00:00.000
Mountain-100 Silver, 44;Aaron Allen;Canada;SO46413;1;3399,99;1912,1544;1912,1544;3399,99;271,9992;84,9998;2018-12-02 00:00:00.000
Road-650 Black, 44;Grace Jackson;United States;SO46414;1;699,0982;413,1463;413,1463;699,0982;55,9279;17,4775;2018-12-02 00:00:00.000
Road-150 Red, 62;Raymond Madan;Australia;SO46415;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-12-02 00:00:00.000
Road-150 Red, 52;Katelyn Sanders;United States;SO46416;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-12-03 00:00:00.000
Road-150 Red, 56;Trevor Simmons;United States;SO46417;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-12-03 00:00:00.000
Road-150 Red, 48;Anna Martin;Australia;SO46418;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-12-03 00:00:00.000
Mountain-100 Silver, 38;Deborah Yuan;Australia;SO46419;1;3399,99;1912,1544;1912,1544;3399,99;271,9992;84,9998;2018-12-03 00:00:00.000
Road-150 Red, 52;Ernest Liu;France;SO46420;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-12-03 00:00:00.000
Road-650 Black, 62;Summer Raman;Australia;SO46421;1;699,0982;413,1463;413,1463;699,0982;55,9279;17,4775;2018-12-03 00:00:00.000
Road-150 Red, 44;Megan Williams;United States;SO46422;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-12-04 00:00:00.000
Road-150 Red, 52;Thomas Harrison;United States;SO46423;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-12-04 00:00:00.000
Road-150 Red, 48;Christy Zhou;United States;SO46424;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-12-04 00:00:00.000
Road-150 Red, 52;Katelyn Mitchell;Canada;SO46425;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-12-04 00:00:00.000
