ProductName;Name;Country;SalesOrderNumber;OrderQuantity;UnitPrice;ProductStandardCost;TotalProductCost;SalesAmount;TaxAmt;Freight;OrderDate
Road-150 Red, 44;Clifford Garcia;France;SO44324;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-04-01 00:00:00.000
Mountain-100 Black, 48;Chad Kumar;Australia;SO44325;1;3374,99;1898,0944;1898,0944;3374,99;269,9992;84,3748;2018-04-01 00:00:00.000
Road-150 Red, 48;Maria Perry;Australia;SO44326;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-04-01 00:00:00.000
Road-150 Red, 56;Wyatt Russell;United States;SO44327;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-04-02 00:00:00.000
Road-150 Red, 62;Karen Li;Australia;SO44328;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-04-02 00:00:00.000
Road-150 Red, 44;Gina Torres;Australia;SO44329;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-04-02 00:00:00.000
Road-150 Red, 48;Alyssa Jones;United States;SO44330;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-04-02 00:00:00.000
Road-150 Red, 44;Zachary Martin;United States;SO44331;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-04-03 00:00:00.000
Road-150 Red, 62;Jason Butler;Australia;SO44332;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-04-03 00:00:00.000
Mountain-100 Silver, 42;Arthur Carlson;United Kingdom;SO44333;1;3399,99;1912,1544;1912,1544;3399,99;271,9992;84,9998;2018-04-04 00:00:00.000
Road-150 Red, 44;Madeline Mitchell;United States;SO44334;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-04-04 00:00:00.000
Road-650 Red, 62;Kristina Mehta;United Kingdom;SO44335;1;699,0982;413,1463;413,1463;699,0982;55,9279;17,4775;2018-04-04 00:00:00.000
Mountain-100 Silver, 42;Jesse Richardson;United States;SO44336;1;3399,99;1912,1544;1912,1544;3399,99;271,9992;84,9998;2018-04-04 00:00:00.000
Mountain-100 Black, 48;Edwin Nara;Australia;SO44337;1;3374,99;1898,0944;1898,0944;3374,99;269,9992;84,3748;2018-04-04 00:00:00.000
Road-150 Red, 56;Jeffery Wang;Australia;SO44338;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-04-04 00:00:00.000
Road-150 Red, 44;Nancy Mehta;Australia;SO44339;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-04-04 00:00:00.000
Road-150 Red, 56;Ivan Garcia;Australia;SO44340;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-04-04 00:00:00.000
Mountain-100 Black, 38;Nathan Hayes;United States;SO44341;1;3374,99;1898,0944;1898,0944;3374,99;269,9992;84,3748;2018-04-05 00:00:00.000
Road-650 Red, 58;Lauren Jenkins;United States;SO44342;1;699,0982;413,1463;413,1463;699,0982;55,9279;17,4775;2018-04-05 00:00:00.000
Road-150 Red, 56;Bradley Yuan;Australia;SO44343;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-04-05 00:00:00.000
Road-150 Red, 62;Emmanuel Patel;United Kingdom;SO44344;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-04-06 00:00:00.000
Road-150 Red, 52;Morgan Henderson;United States;SO44345;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-04-06 00:00:00.000
Road-650 Black, 62;Kaylee Kelly;United States;SO44346;1;699,0982;413,1463;413,1463;699,0982;55,9279;17,4775;2018-04-06 00:00:00.000
Road-150 Red, 48;Pedro Rodriguez;Australia;SO44347;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-04-06 00:00:00.000
Road-150 Red, 52;Jay Malhotra;United Kingdom;SO44348;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-04-07 00:00:00.000
Road-150 Red, 44;Marcus Cook;United States;SO44349;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-04-07 00:00:00.000
Road-150 Red, 48;Samantha Davis;United States;SO44350;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-04-07 00:00:00.000
Road-150 Red, 56;Sean Gonzalez;United States;SO44351;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-04-07 00:00:00.000
Road-150 Red, 44;Gabrielle Edwards;United States;SO44352;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-04-07 00:00:00.000
Road-650 Red, 44;Charles Harris;United States;SO44353;1;699,0982;413,1463;413,1463;699,0982;55,9279;17,4775;2018-04-07 00:00:00.000
Road-650 Black, 62;Sara Ward;United States;SO44354;1;699,0982;413,1463;413,1463;699,0982;55,9279;17,4775;2018-04-07 00:00:00.000
Mountain-100 Silver, 48;Aimee He;Australia;SO44355;1;3399,99;1912,1544;1912,1544;3399,99;271,9992;84,9998;2018-04-07 00:00:00.000
Mountain-100 Silver, 42;Adam Ross;Australia;SO44356;1;3399,99;1912,1544;1912,1544;3399,99;271,9992;84,9998;2018-04-07 00:00:00.000
Road-150 Red, 62;Tabitha Subram;Australia;SO44357;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-04-07 00:00:00.000
Road-150 Red, 62;Allen Rodriguez;Australia;SO44358;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-04-07 00:00:00.000
Road-150 Red, 44;Claudia Sun;United Kingdom;SO44359;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-04-08 00:00:00.000
Road-150 Red, 44;Craig Moreno;United Kingdom;SO44360;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-04-08 00:00:00.000
Road-150 Red, 62;Peter Jai;Germany;SO44361;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-04-08 00:00:00.000
Road-150 Red, 62;Samuel Mitchell;United States;SO44362;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-04-08 00:00:00.000
Road-150 Red, 48;Savannah King;United States;SO44363;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-04-08 00:00:00.000
Mountain-100 Black, 38;Cheryl Diaz;Australia;SO44364;1;3374,99;1898,0944;1898,0944;3374,99;269,9992;84,3748;2018-04-08 00:00:00.000
Road-150 Red, 52;Louis Zhou;Australia;SO44365;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-04-08 00:00:00.000
Road-150 Red, 52;Wayne Kumar;Australia;SO44366;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-04-08 00:00:00.000
Road-650 Red, 48;Bonnie Sharma;Australia;SO44367;1;699,0982;413,1463;413,1463;699,0982;55,9279;17,4775;2018-04-08 00:00:00.000
Road-150 Red, 56;Billy Munoz;United Kingdom;SO44368;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-04-09 00:00:00.000
Road-150 Red, 62;Tyrone Dominguez;United States;SO44369;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-04-09 00:00:00.000
