ProductName;Name;Country;SalesOrderNumber;OrderQuantity;UnitPrice;ProductStandardCost;TotalProductCost;SalesAmount;TaxAmt;Freight;OrderDate
Road-150 Red, 52;Bonnie Yuan;United Kingdom;SO45345;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-08-01 00:00:00.000
Road-150 Red, 48;Dylan Harris;Canada;SO45346;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-08-01 00:00:00.000
Road-650 Black, 52;Clarence Raji;United States;SO45347;1;699,0982;413,1463;413,1463;699,0982;55,9279;17,4775;2018-08-01 00:00:00.000
Road-150 Red, 44;Leah Guo;Australia;SO45348;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-08-01 00:00:00.000
Road-150 Red, 48;Candice Sun;Australia;SO45349;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-08-01 00:00:00.000
Road-150 Red, 44;Ruben Garcia;Australia;SO45350;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-08-01 00:00:00.000
Road-150 Red, 52;Seth Jackson;France;SO45351;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-08-02 00:00:00.000
Road-150 Red, 52;Daisy Munoz;United Kingdom;SO45352;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-08-02 00:00:00.000
Road-150 Red, 62;Jack Zimmerman;Canada;SO45353;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-08-02 00:00:00.000
Road-650 Black, 48;Armando Dominguez;Germany;SO45354;1;699,0982;413,1463;413,1463;699,0982;55,9279;17,4775;2018-08-02 00:00:00.000
Road-150 Red, 48;Maurice Sharma;Canada;SO45355;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-08-02 00:00:00.000
Road-150 Red, 52;Douglas Suri;Australia;SO45356;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-08-02 00:00:00.000
