ProductName;Name;Country;SalesOrderNumber;OrderQuantity;UnitPrice;ProductStandardCost;TotalProductCost;SalesAmount;TaxAmt;Freight;OrderDate
Road-150 Red, 48;Philip Gomez;United States;SO43930;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-02-01 00:00:00.000
Road-150 Red, 52;Bridget Jai;Germany;SO43931;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-02-01 00:00:00.000
Road-150 Red, 56;Alan Xu;Australia;SO43932;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-02-01 00:00:00.000
Mountain-100 Silver, 48;Theresa Ramos;Australia;SO43933;1;3399,99;1912,1544;1912,1544;3399,99;271,9992;84,9998;2018-02-01 00:00:00.000
Mountain-100 Silver, 44;Ebony Gonzalez;Australia;SO43934;1;3399,99;1912,1544;1912,1544;3399,99;271,9992;84,9998;2018-02-01 00:00:00.000
Road-650 Black, 60;Virginia Srini;United Kingdom;SO43935;1;699,0982;413,1463;413,1463;699,0982;55,9279;17,4775;2018-02-02 00:00:00.000
Road-150 Red, 44;Carrie Gill;United States;SO43936;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-02-02 00:00:00.000
Road-150 Red, 48;Kendra Rubio;Australia;SO43937;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-02-02 00:00:00.000
Road-150 Red, 62;Kristine Alonso;Australia;SO43938;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-02-02 00:00:00.000
Road-150 Red, 48;Emily Jones;Australia;SO43939;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-02-02 00:00:00.000
Road-650 Black, 62;Sharon Sharma;Australia;SO43940;1;699,0982;413,1463;413,1463;699,0982;55,9279;17,4775;2018-02-02 00:00:00.000
Road-150 Red, 56;Marie Sanz;United Kingdom;SO43941;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-02-03 00:00:00.000
Road-150 Red, 62;Jessie Ortega;Australia;SO43942;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-02-03 00:00:00.000
Road-650 Black, 44;Natalie Hernandez;United States;SO43943;1;699,0982;413,1463;413,1463;699,0982;55,9279;17,4775;2018-02-03 00:00:00.000
Mountain-100 Silver, 38;Deanna Munoz;Australia;SO43944;1;3399,99;1912,1544;1912,1544;3399,99;271,9992;84,9998;2018-02-03 00:00:00.000
Road-150 Red, 62;Kristi Arthur;Australia;SO43945;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-02-03 00:00:00.000
Road-150 Red, 52;Lawrence Romero;Australia;SO43946;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-02-03 00:00:00.000
Road-150 Red, 62;Suzanne Lu;Australia;SO43947;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-02-03 00:00:00.000
Mountain-100 Silver, 42;Jaclyn Lu;Australia;SO43948;1;3399,99;1912,1544;1912,1544;3399,99;271,9992;84,9998;2018-02-03 00:00:00.000
Road-150 Red, 62;Sophia Hall;United States;SO43949;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-02-04 00:00:00.000
Road-150 Red, 44;Rachel Robinson;United States;SO43950;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-02-04 00:00:00.000
Road-150 Red, 44;Claudia Zeng;Australia;SO43951;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-02-04 00:00:00.000
Road-150 Red, 48;Renee Romero;Australia;SO43952;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-02-04 00:00:00.000
Road-650 Black, 52;Colleen Chavez;United Kingdom;SO43953;1;699,0982;413,1463;413,1463;699,0982;55,9279;17,4775;2018-02-05 00:00:00.000
Road-150 Red, 44;Virginia Mehta;United Kingdom;SO43954;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-02-05 00:00:00.000
Road-150 Red, 56;Andre Sara;United Kingdom;SO43955;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-02-05 00:00:00.000
Mountain-100 Silver, 38;Bethany Yuan;Australia;SO43956;1;3399,99;1912,1544;1912,1544;3399,99;271,9992;84,9998;2018-02-05 00:00:00.000
Road-150 Red, 52;Amanda Wood;United States;SO43957;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-02-06 00:00:00.000
Road-150 Red, 48;Ashlee Raje;Australia;SO43958;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-02-06 00:00:00.000
Mountain-100 Black, 38;Wendy Dominguez;Australia;SO43959;1;3374,99;1898,0944;1898,0944;3374,99;269,9992;84,3748;2018-02-06 00:00:00.000
