ProductName;Name;Country;SalesOrderNumber;OrderQuantity;UnitPrice;ProductStandardCost;TotalProductCost;SalesAmount;TaxAmt;Freight;OrderDate
Road-150 Red, 44;Dominic Sara;Germany;SO44808;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-06-01 00:00:00.000
Road-650 Black, 52;Heather Liang;United Kingdom;SO44809;1;699,0982;413,1463;413,1463;699,0982;55,9279;17,4775;2018-06-01 00:00:00.000
Road-150 Red, 44;Chloe Cox;United States;SO44810;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-06-01 00:00:00.000
Road-150 Red, 44;Sean Turner;Canada;SO44811;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-06-01 00:00:00.000
Road-150 Red, 56;Harold Perez;United States;SO44812;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-06-01 00:00:00.000
Road-150 Red, 48;Aaron Diaz;Australia;SO44813;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-06-01 00:00:00.000
Road-150 Red, 52;Jaclyn Li;Australia;SO44814;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-06-01 00:00:00.000
Mountain-100 Black, 48;Tina Mehta;Australia;SO44815;1;3374,99;1898,0944;1898,0944;3374,99;269,9992;84,3748;2018-06-01 00:00:00.000
Road-150 Red, 48;Rosa Hu;France;SO44816;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-06-02 00:00:00.000
Road-150 Red, 48;Kayla Jenkins;United Kingdom;SO44817;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-06-02 00:00:00.000
Road-150 Red, 52;Joshua Robinson;United States;SO44818;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-06-02 00:00:00.000
Road-150 Red, 52;Miguel Davis;United States;SO44819;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-06-02 00:00:00.000
Mountain-100 Black, 44;Jocelyn Henderson;United States;SO44820;1;3374,99;1898,0944;1898,0944;3374,99;269,9992;84,3748;2018-06-02 00:00:00.000
Mountain-100 Silver, 42;Ebony Gutierrez;United States;SO44821;1;3399,99;1912,1544;1912,1544;3399,99;271,9992;84,9998;2018-06-02 00:00:00.000
Road-150 Red, 44;Kari Torres;Australia;SO44822;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-06-02 00:00:00.000
Road-150 Red, 52;Clayton Xu;Australia;SO44823;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-06-02 00:00:00.000
Road-150 Red, 48;Derrick Gomez;Australia;SO44824;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-06-02 00:00:00.000
Road-150 Red, 48;Mandy Wu;Australia;SO44825;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-06-02 00:00:00.000
Road-150 Red, 56;Margaret He;France;SO44826;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-06-03 00:00:00.000
Mountain-100 Silver, 38;Mariah Griffin;United States;SO44827;1;3399,99;1912,1544;1912,1544;3399,99;271,9992;84,9998;2018-06-03 00:00:00.000
Road-150 Red, 48;Hector Carlson;United States;SO44828;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-06-03 00:00:00.000
Road-650 Black, 60;Eric Simmons;United States;SO44829;1;699,0982;413,1463;413,1463;699,0982;55,9279;17,4775;2018-06-03 00:00:00.000
Road-150 Red, 56;Audrey Serrano;Australia;SO44830;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-06-03 00:00:00.000
Mountain-100 Black, 44;Monica Mehta;Germany;SO44831;1;3374,99;1898,0944;1898,0944;3374,99;269,9992;84,3748;2018-06-04 00:00:00.000
Road-150 Red, 44;Wyatt Allen;United States;SO44832;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-06-04 00:00:00.000
Road-150 Red, 62;Nicole Bailey;United States;SO44833;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-06-04 00:00:00.000
Mountain-100 Black, 44;Jon Alonso;United States;SO44834;1;3374,99;1898,0944;1898,0944;3374,99;269,9992;84,3748;2018-06-04 00:00:00.000
Road-150 Red, 44;Nina Andersen;Australia;SO44835;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-06-04 00:00:00.000
Road-150 Red, 56;Jamie Yang;Australia;SO44836;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-06-04 00:00:00.000
Road-150 Red, 48;Richard Perez;Germany;SO44837;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-06-05 00:00:00.000
Road-150 Red, 44;Vincent He;Germany;SO44838;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-06-05 00:00:00.000
Road-150 Red, 56;Caleb Hernandez;United States;SO44839;1;3578,27;2171,2942;2171,2942;3578,27;286,2616;89,4568;2018-06-05 00:00:00.000
